Category,Text
sport,smith keen on home series return scotland manager walter smith has given his backing to the reinstatement of the home international series.  such a plan is to be proposed by the new chief executive of the northern irish fa  howard wells  at the next meeting of the four home countries. the english fa has expressed doubt as to whether the fixtures could be accommodated at the end of each season. but smith said:  bringing it back would add meaning to friendly games and that s something that s needed.  the home international series was done away with in 1984  with the traditional scotland-england fixture continuing until 1989. that game is one smith would be delighted to see reinstated.  the scotland v england match was a highlight of the end of the season   he added.  i was in italy for their friendly with russia last week and they made seven substitutions while only around 20 000 fans turned up to watch.  england were criticised for the 0-0 draw against holland - the way scotland were slammed in the past for poor results in friendlies.  you have to put a performance on in friendly games. if you don t  they can be de-motivating.  it can be a dangerous road to go down  if players don t apply themselves in the manner they should.  so i would support the return of the home internationals - the only problem would be fitting them in to the fixture schedule.
sport,time to get tough on friendlies  for an international manager  a friendly provides an important opportunity to work with your players.  the only problem is that the game itself can often be a farce. some people have been saying it would be better to get the players together for the week  and do away with the 90 minutes at the end.  i would say it s 50-50 whether you should have these games or not  and if you look at it that way you would probably say you re better not doing so. it would certainly keep club managers happy  as it would reduce the risk of players returning to domestic duty injured. but international bosses will tell you that scrapping friendlies is counterproductive because the only way for a team to get better is by playing. the more you play together  the easier it is when it comes to the crunch in games like world cup quarter-finals against brazil. often in friendlies  though  a manager will play his strongest side for the first 45 minutes and then send out an entirely different one in the second half. and it s very difficult for any player to come on as substitute in a side with a few changes  let alone a whole team s worth. the debate will rage on  and i m not sure there is a satisfactory solution. one manager who has got it right this week is walter smith. the new scotland manager has decided to have a training camp instead of a friendly for his first international week since replacing berti vogts. it is the sort of move you would expect from walter  who is a canny manager.  the players have had such a hard time recently that he is better off getting them together in a relaxed atmosphere and trying to generate some team spirit before the next world cup qualifiers. if he had sent them out on wednesday and they had been badly beaten  it would have done them no good whatsoever. john toshack has his first game in charge of wales  and it will be important for him to get a decent result against hungary. he will have his own ideas on individuals and how to play and will probably look more at the performance  but the public wants results. it s extremely difficult to get the balance for friendlies. if you win  people forget them  but if you lose it becomes a stat that can be used against you. england s game against holland is a good example. it looks like a good opportunity to try out players like middlesbrough winger stewart downing or crystal palace striker andy johnson. but you have got to remember sven-goran eriksson s side were given a lesson by spain in the last game they played.  the injury problems in defence should at least give the likes of wes brown and jamie carragher a chance to impress. for the club managers  it will simply be a case of waiting at home with fingers crossed.
politics,howard denies split over id cards michael howard has denied his shadow cabinet was split over its decision to back controversial labour plans to introduce id cards.  the tory leader said his front bench team had reached a  collective view  after holding a  good discussion   but admitted it was  not an easy issue . he had decided to support the plans as the police said they would help fight terror  crime and illegal immigration. the lib dems have pledged to oppose the bill when it is debated next monday.  tory sources say senior party figures had argued vociferously against the id card scheme. among those reported to have serious reservations over the strategy were senior shadow cabinet members david davis  oliver letwin and tim yeo. but mr howard denied mr yeo  his transport and environment spokesman  said the plans  stink . he also said he was confident shadow home secretary mr davis would  set out the position very clearly  when he stands up to debate the matter next week. mr howard said the police had said id cards could  help them foil a terror bomb plot in which people could lose their lives . he added:  when the police say that you have to take them seriously .  he acknowledged there were  good libertarian arguments  against the cards  but said the shadow cabinet had weighed up all the  conflicting interests  before reaching its decision.  i don t pretend that it is an easy decision but at the end of the day a decision has to be taken.  he also denied he was afraid of looking  soft  on the issue  compared to labour. the conservatives announced their support for the government plans on monday evening.  sources within the party told the bbc mr howard had always been in favour of id cards  and tried to introduce them when he was home secretary. but the tories insisted they would hold ministers to account over the precise purpose of the scheme.  they said they would also press labour over whether objectives could be met and whether the home office would be able to deliver them. and they pledged to assess the cost effectiveness of id cards and whether people s privacy would be properly protected.  it is important to remember that this bill will take a decade to come into full effect   a spokesman said. lib dem home affairs spokesman mark oaten has branded the id scheme a waste of money and  deeply flawed . he said:  this has all the signs of michael howard overruling colleagues  concerns over id cards.   the chairman of the bar council  guy mansfield qc warned there was a real risk that people on the  margins of society  would be driven into the hands of extremists.  what is going to happen to young asian men when there has been a bomb gone off somewhere  they are going to be stopped. if they haven t [id cards] they are going to be detained.  tory ex-minister douglas hogg said he opposed the plans for id cards branding them a  regressive  step which would intrude into the lives of ordinary citizens without any counterbalancing benefits. he predicted ultimately carrying the cards would become compulsory and that would lead to large numbers of britain s ethnic minorities being stopped by police.
sport,bees handed potential man utd tie brentford face a home tie against holders manchester united in the fa cup sixth round if they can come through their replay against southampton.  the league one side held the saints at st mary s in their fifth-round tie and were rewarded with a potential draw against sir alex ferguson s side. newcastle will be at home to either tottenham or nottingham forest. bolton host arsenal or sheffield united and leicester will visit the winners of the burnley and blackburn replay. the ties will be played on the weekend of 12-13 march.  was delighted to be paired with united  although he admitted they still have plenty of work to do to set up a dream tie.  we ve got our work cut out next tuesday but you can t deny it s exciting   he said.   it would be a sell-out. it will probably be on television. we have financial problems and the revenue it could bring in would certainly help our situation.  we re happy to be in the draw but we ve still got to beat a premiership team.  we ve got to beat southampton first and that s going to be a hard game but if we do there will be some celebration.   welcomed the opportunity to face united.  we re not counting on anything yet   he said.  it is obviously going to be a difficult replay judging by the way brentford came back at us on saturday and the fact that united have come out of the hat will give them even more incentive.  but i ve been drawn against united so many times in cups and beaten them at both bournemouth and west ham.  there are no easy ties in the fa cup and i m sure nobody is counting on one.   newcastle v tottenham or nottingham forest  southampton or brentford v manchester united  bolton v arsenal or sheffield united  burnley or blackburn v leicester
sport,connors boost for british tennis former world number one jimmy connors is planning a long-term relationship with the lawn tennis association to help unearth the next tim henman.  the american spent three days at the lta s annual elite performance winter camp in la manga earlier this week.  britain has the right attitude   said connors.  the more involved i can be with the lta  the better.  a short-term arrangement is just confusing. the kids will ask:  what am i doing there    lta chief executive  john crowther  added:  the relationship that jimmy s already started to develop with the coaches and the players has said to us that we d like some more of it.  we want to use jimmy for a number of weeks a year and we hope this is the beginning of a good long-term relationship.   the camp played host to more than 30 leading senior and junior players  including greg rusedski  arvind parmar and anne keothavong.  la manga is an amazing site to take a bunch of kids who want to be the best   said connors  speaking at queen s club in london.  what impressed me most was not only the coaches but the way the kids went about their workouts and the feeling they put into every practice they had.  it was interesting to me to see kids of 15  16  17  with that desire and passion  and that can only be brought about by the coaches surrounding them.  instilling the importance of work and practice is something you can t buy.  they know what s been given to them and all they have to do is give back the effort  and every minute of practice they were doing that.   speaking from la manga  lta performance director david felgate told bbc sport:  jimmy was fantastic with the players and the coaches  and very humble considering what he s achieved.  he worked through the coaches and hopefully it will grow and he ll get to have more of an individual relationship with some of the players and get to know them.  he made it clear from the word go he didn t want it to be short-term. this is a 52-week-a-year job for me  it s my life and my passion and it s the same with the coaches.  he respects that but he wants to be involved and have real input. and why would he stake his reputation on something that s not going to be successful   connors has also agreed to commentate for the bbc at next year s wimbledon championships. he will work during the second week of the tournament.
sport,henman & murray claim lta awards tim henman was named player of the year for 2004 by the lawn tennis association at wimbledon on monday.  the briton was recognised for the best year of his career  which saw him reach the semis at the french and us opens. scotland s andrew murray was named young player of the year after winning the us open juniors  as well as a futures event in italy. and world number one peter norfolk won disabled player of the year after claiming his third us open crown.  great britain s under 14 boys won the team of the year prize for their victory at the world junior tennis event in august. henman will start his 2005 campaign at the kooyong event on 12 january in a field that includes roger federer  andy roddick and andre agassi. and the briton is optimistic of surpassing his best effort of a fourth-round place at the australian open  which begins the following week.  i ve often felt that the conditions suit my game in melbourne so i d love to be able to start next year by doing well at the australian open   henman told his website.  that s why i ve changed my schedule slightly by committing to play in the kooyong classic.  i ll be able to acclimatise while practising before the event and then will be guaranteed matches against the best players in the world.  i think that will give me the best possible chance of doing well at the australian open.
sport,moore questions captaincy brian moore believes the england captain should not be a full-back.  jason robinson has led the team during their opening three defeats in the six nations tournament  in the absence of fly-half jonny wilkinson. the world champions have struggled since the retirement of former captain martin johnson  a lock forward. and former england captain moore told the bbc:  full-backs are too far away from the action. that s not a reflection on robinson personally.  he added:  i just think the point of influence needs to move closer to the pack - which is  after all  where games usually start and finish.  moore says a lack of cohesion in the forwards is one of the reasons why england have lost against wales  france and ireland in this year s tournament.  assertiveness in the pack isn t there  we re not getting enough people into the breakdowns   he explained.  wer e not getting quick ball  which means the backs are being stifled. their creativity depends on quick ball and we re not getting that.   with injuries depriving him of key players like wilkinson  coach andy robinson has given youngsters such as harry ellis and jamie noon a chance. and moore believes the last two games against italy and scotland are a good opportunity to experiment further.  the problem is the players that are around to replace the icons which have been lost because of retirement and injury don t have the requisite experience   moore added.  you can t do anything about that but play them. there are players who have been knocking on the door  it s time for them to be looked at in these last two games because there s nothing on them.  we then go into next season with a greater certainty of who can and cannot handle the pressure of international rugby.
politics,straw praises kashmir moves the uk has welcomed the decision by india and pakistan to open a bus link across the ceasefire line dividing the disputed region of kashmir.  foreign secretary jack straw  touring south east asian countries  praised the  spirit of cooperation  in achieving the breakthrough. media reports in both countries describe the deal as a major step in the ongoing peace process. mr straw said he hoped the agreement would make a difference to kashmiris. the bus service was one of several announcements made after a meeting of foreign ministers of both countries in islamabad on wednesday. kashmiri politicians on both sides of the line of control which divides the region welcomed the move.  in a statement  mr straw said the bus service between srinagar and muzaffarabad  will be able to reunite families that have been divided for decades .  this will make a real difference to the lives of kashmiris on both sides of the line of control   he said.  i warmly applaud the efforts of both india and pakistan to make this happen.  this spirit of cooperation will  i hope  lead to many more measures that will benefit all in the region.   on thursday mr straw was in india visiting sikhism s holiest shrine  the golden temple in amritsar where he tried his hand at making indian bread or roti. he is due to take part in talks with the indian government on friday. a second bus service linking the pakistani city of lahore with amritsar in india was also announced as well as a rail link between rajasthan state and pakistan s sindh province. both sides agreed to begin talks on reducing the risk of nuclear accidents and also said they planned to reopen their respective consulates in karachi and mumbai (bombay). the mountainous region of kashmir has been a flashpoint between the two nuclear powers for more than 50 years.
sport,cup holders man utd visit everton holders manchester united and premiership leaders chelsea both face difficult away ties against premiership opposition in the fa cup fifth round.  united were drawn against everton  while chelsea face a trip to newcastle. brentford and hartlepool - the only sides left from outside the top two divisions - will replay for the right to travel to southampton. burnley s reward for a place in the last 16 was a home tie against lancashire rivals blackburn. the tie between manchester united and everton could see the return of teenage striker wayne rooney to his former club for the first time since his acrimonious £27m move.  nottingham forest boss gary megson could face a trip back to old club west brom if they come through their fourth-round replay against tottenham. arsenal were handed a potential home tie against fellow londoners west ham  providing the hammers come through their replay against sheffield united. charlton will play leicester and bolton await the winners of the derby-fulham replay.  : bolton v derby or fulham  west bromwich albion or tottenham v nottingham forest  everton v manchester united  charlton athletic v leicester city  burnley v blackburn  southampton v brentford or hartlepool  newcastle v chelsea  arsenal v west ham or sheffield united  ties to be played on 19/20 february.
politics,kilroy names election seat target ex-chat show host robert kilroy-silk is to contest the derbyshire seat of erewash at the next general election.  labour s elizabeth blackman won the seat in 1997 and has a 6 932 majority. she says she will fight on her record  as a hard-working constituency mp . mr kilroy-silk announced his plans a day after launching his new party  veritas  the latin for truth. the east midlands mep  who quit the uk independence party  wants his new group to  change the face  of uk politics. his choice of election constituency quashes speculation that he would stand against defence secretary geoff hoon in ashfield  nottinghamshire. ukip won 31% of the vote in erewash in last june s european elections - with mr kilroy-silk among their candidates for the region. until 1997  erewash had been held by the tories since 1970. ms blackman said she was proud of the government s achievements in the area. she declined to give her view of mr kilroy-silk at this point.  on thursday  he told a london news conference that veritas would avoid the old parties   lies and spin . he said  our country  was being  stolen from us  by mass immigration and promised a  firm but fair  policy on immigration. veritas says it hopes to contest most seats at the forthcoming general election but plans to announce detailed policies on crime  tax  pensions  health and defence over the next few weeks.  ukip leader roger knapman says he is glad to see the back of mr kilroy-silk. labour campaign spokesman fraser kemp said veritas was joining  an already crowded field on the right of british politics . mr kilroy-silk was joined in the new venture by one of ukip s two london assembly members  damien hockney  who is now veritas  deputy leader.  ukip s chairman petrina holdsworth has said the group will just be a parody of the party the men have left. mr kilroy-silk quit ukip last week after months of tension as he vied unsuccessfully for the leadership of that party. he said he was ashamed to be a member of a ukip whose leadership had  gone awol  after the great opportunity offered by its third place at last june s european elections. ukip s leader  roger knapman  has said he is glad to see the back of mr kilroy-silk.  he has remarkable ability to influence people but  sadly  after the [european] election it became clear that he was more interested in the robert kilroy-silk party than the uk independence party so it was nice knowing him  now  goodbye    he said. ukip officials also argue mr kilroy-silk has not been  straightforward  in attacking the party he once wanted to lead.
sport,ajax refuse to rule out jol move ajax have refused to reveal whether tottenham s boss martin jol is on the dutch champions  shortlist to become the amsterdam club s new coach.  jol  who has coached in his native holland  has guided spurs to the premiership s top eight. an ajax spokesman told bbc sport:  the coach must fit our profile - a coach who understands the dutch league and offensive and distinctive football.  we need to find a solution soon  so someone is in place for next season.  ronald koeman quit as ajax boss last week after their exit from the uefa cup. jol has been linked with the vacant post at ajax  with reports saying he has fallen out with spurs  sporting director frank arnesen. but in a statement on spurs  website  jol said:  i m happy here  i m not in discussion with anyone else  i don t want to go elsewhere.  ajax have enlisted the help of dutch legend johann cruyff  currently a consultant at barcelona  to help find a new head coach. cruyff has admitted he has been impressed by the way former rfc waalwijk coach jol has turned round spurs  fortunes since taking over from jacques santini. tonny bruins slot and ruud krol are currently in charge of ajax  who are third in the dutch league.
sport,veteran martinez wins thai title conchita martinez won her first title in almost five years with victory over anna-lena groenefeld at the volvo women s open in pattaya  thailand.  the 32-year-old spaniard came through 6-3 3-6 6-3 for her first title since berlin in 2000.  it feels really good   said martinez  who is playing her last season on the tour.  to come through like that in an important match feels good.  it s been nearly five years and i didn t think i could do it.  groenefeld was the more powerful player but could not match her opponent s relentless accuracy.  it was my first final  a new experience   said the german.  i think she played a good match  a tough match  but i tried to stay in there. i think the whole week was good for me.
sport,iaaf will contest greek decision the international association of athletics federations will appeal against the acquittal of greek athletes kostas kenteris and katerina thanou.  the high-profile duo were cleared of doping offences by the greek athletics federation (segas) last month. now the iaaf will lodge an appeal with the court of arbitration for sport (cas) and has suspended both athletes. an iaaf statement said:  the doping review board concluded that the decision is erroneous.  the statement continued:  both athletes  cases will be refered to arbitration before the cas. the decision in both cases will be final and binding.   segas said the iaaf appeal was  expected  and  understandable.   now we are going to await the final result  which we cannot prejudge   said segas chairman vassilis sevastis. kenteris  who won olympic 200m gold at the 2000 olympics  and thanou were suspended by the iaaf last december after failing to take routine drugs tests before the athens games. however  the independent tribunal overturned those bans  clearing the sprinters of avoiding tests in tel aviv  chicago and athens and failing to notify anti-doping officials of their whereabouts before the olympics.  kenteris  lawyer gregory ioannidis described the iaaf s decision as  not unexpected  but told bbc sport he did not expect the organisation to take action so quickly.  the iaaf s timing is extremely surprising and it creates concerns and questions   said ioannidis.  the iaaf has not yet received the complete file of proceedings which include statements  testimonies  the closing speeches of defence counsel... and nine audio tapes.   we have the evidence and it is time the world discovered the truth.  kenteris and thanou dramatically withdrew from last summer s olympics after missing a drugs test at the olympic village on 12 august. the pair then spent four days in a hospital  claiming they had been injured in a motorcycle crash. it was the international olympic committee who demanded the iaaf investigate the affair. thanou and kenteris still face a criminal trial later this year for allegedly avoiding the test and then faking a motorcycle accident
politics,parties warned over  grey vote  political parties cannot afford to take older uk voters for granted in the coming election  says age concern.  a survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds. charity boss gordon lishman said if a  decisive blow  was struck at the election it would be by older voters who could be relied on to turn out. a total of 3 028 adults aged 18 or over were interviewed for the study. mr lishman urged the next government to boost state pension.  he also called for measures to combat ageism and build effective public services to  support us all in an ageing society .  older people want to see manifesto commitments that will make a difference to their lives   mr lishman said.  political parties must wake up to the fact that unless they address the demands and concerns of older people they will not keep or attract their vote.  in the survey carried out by icm research  14% of people aged between 18 and 34 said they never voted in general elections. among the over-65s  70% said they would be certain to vote in an immediate election  compared with 39% of people under 55. age concern says the over-55s are  united around  key areas of policy they want the government to focus on. for 57%  pensions and the nhs were key issues  while the economy was important for a third  and tax was a crucial area for 25%.  the report was welcomed by conservative shadow pensions secretary david willetts.  the pensioners  voice must certainly be heard in the next election as they have never fitted into blair s cool britannia   he said.  labour s continued refusal to admit the true extent of the pensions crisis will be one of the monumental failures of this government.  he pointed to tory plans to increase the basic state pension to reduce means testing  strengthen company pensions and encourage savings. a liberal democrat spokesman said the party took the issues raised in the report very seriously. he highlighted the party s promises to raise the basic state pension  provide free long-term care for the elderly and replace council tax  seen as a particular problem for pensioners on fixed incomes. labour has said it wants to use savings reforms to incapacity benefit to improve the basic state pension and has set up a review of the council tax system.
sport,scotland 18-10 italy six chris paterson penalties gave scotland victory in a dour but clinical encounter against italy at murrayfield.  coach matt williams  side were outmuscled and outplayed in a tense first half but led 6-3 at the break. paterson slotted four more second-half penalties and scotland were denied a try when wing sean lamont s touchdown was ruled out for a forward pass. a late andrea masi try was small consolation for italy  chasing their first away win in the six nations. scotland came out on top of the early exchanges and took a quick 3-0 lead through the boot of full-back paterson. but the more powerful azzurri pack eventually rumbled into life.  a series of drives into scottish territory set up a penalty attempt  missed by full-back roland de marigny  and a wayward drop-goal effort from luciano orquera. scotland defended the initial thrusts but on 20 minutes italy  after coming up yards short of the line  equalised through a de marigny penalty. italy were offered another penalty when scottish flanker simon taylor was offside but the left-footed de marigny pushed his kick wide. scotland finally made the most of a rare foray into the italian half and snatched three points from paterson when an italian forward handled the ball in a ruck.  as the half wore on  both sides squandered promising spells of momentum with sloppy penalties  and the period fizzled out with scotland numerically  if not psychologically  on top. italy s de marigny narrowly missed a chance to level the scores again shortly after the break but his long-range kick shaved the right upright. and scotland capitalised with a third paterson penalty on 50 minutes. williams  side seemed to have found a spark from somewhere and  after a couple of probing attacks  paterson was able to slot another three points to widen the gap.  with the pendulum of possession swinging towards scotland  lamont thought he had wriggled over in the left corner after 65 minutes but play was recalled for a marginal forward pass from paterson. another paterson penalty on 70 minutes kept the pressure on the wilting visitors. but john kirwan s men had the last laugh when gordon ross  attempted clearance was charged down and masi pounced for the try  converted by de marigny.  : c paterson; s webster  a craig  h southwell  s lamont; d parks  c cusiter; t smith  g bulloch (capt)  g kerr; s grimes  s murray; s taylor  j petrie  a hogg.  r russell  b douglas  n hines  j dunbar  m blair  g ross  b hinshelwood.  r de marigny; mirco bergamasco  c stoica  a masi  l nitoglia; l orquera  a troncon; a lo cicero  f ongaro  m castrogiovanni; s dellape  m bortolami (capt); a persico  d dal maso  s parisse.  g intoppa  s perugini  ca del fava  s orlando  p griffen  r pedrazzi  kp robertson.
politics,child access law shake-up planned parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers.  curfews and community service orders were other options which could be used if court orders to allow parental access were defied  lord falconer said. the constitutional affairs secretary outlined some of the plans on tuesday. he denied fathers  activists had forced the changes  telling the bbc  there is a recognition that something is wrong . between 15 000 and 20 000 couples go to court to resolve access disputes each year  although in nine out of 10 separations there is no court intervention.  lord falconer told bbc radio 4 s today programme he hoped voluntary mediation could help solve disputes before they reached court. but he opposed compulsory mediation  saying that it would lead to many people taking part with the wrong attitude. other plans include:  - parenting plans to give advice on access arrangements  based on real-life examples that have worked in the past   - extending in-court conciliation - more informal hearings before contested court cases   - better access to legal  emotional and practical advice by telephone and internet   - legal aid changes to give incentives for early resolution of disputes.  judges can already jail parents who breach contact orders but that was a  nuclear option  which was rarely used as it was not seen as being in the child s interests  a spokesman said. the aim of the new legislation was to provide a  medium range  of penalties  such as fines  community service orders  compulsory anger management or parenting classes or curfews.  failure to comply with these measures could result in offenders being electronically tagged. on the possibility of tagging uncooperative parents  lord falconer said:  tagging may be going too far  but let s have a debate about that.  full details of the new powers will not be revealed until a bill is published  in the next two weeks   a spokesman said.  the government s proposals have met with disapproval from fathers  rights groups. john ison  from the controversial group fathers 4 justice  said:  it is very disappointing. what we have got is a cynical case of recycling existing legislation.  jim parton  from families need fathers  said the new proposals  lacked compulsion .   we would like to see couples develop a plan and then have it as a source of a court order - then you know where you stand  you know what the minimum access is.  otherwise  you see people make agreements which then fall apart.  mr parton said he had been told by children s minister margaret hodge there was not enough time to pass the bill through parliament before the general election  which is likely to take place in may.  the conservatives have called for an equal split between parents on access to be made law. theresa may  shadow secretary for the family  told bbc radio 4 s today programme that the government s plans were  inadequate  and were  papering over the cracks of the current system . she said a conservative government would bring a  radical reform  of the family courts  as well as enforcing a  legal presumption of co-parenting and compulsory mediation .  we want to make courts the last resort  rather than the first resort   she added. the government says children cannot simply be divided up  like property  when a marriage collapses. the liberal democrats have argued for flexibility in deciding access rules  rather than having  rigid targets .
sport,wales want rugby league training wales could follow england s lead by training with a rugby league club.  england have already had a three-day session with leeds rhinos  and wales are thought to be interested in a similar clinic with rivals st helens. saints coach ian millward has given his approval  but if it does happen it is unlikely to be this season. saints have a week s training in portugal next week  while wales will play england in the opening six nations match on 5 february.  we have had an approach from wales   confirmed a saints spokesman.  it s in the very early stages but it is something we are giving serious consideration to.  st helens  who are proud of their welsh connections  are obvious partners for the welsh rugby union  despite a spat in 2001 over the collapse of kieron cunningham s proposed £500 000 move to union side swansea. a similar cross-code deal that took iestyn harris from leeds to cardiff in 2001 did go through  before the talented stand-off returned to the 13-man code with bradford bulls. kel coslett  who famously moved from wales to league in the 1960s  is currently saints  football manager  while clive griffiths - wales  defensive coach - is a former st helens player and is thought to be the man behind the latest initiative. scott gibbs  the former wales and lions centre  played for st helens from 1994-96 and was in the challenge cup-winning team at wembley in 1996.
sport,mourinho plots impressive course chelsea s win at fulham - confirming their position at the premiership summit - proves that they now have everything in place to mount serious challenges on all fronts this season.  they have got strength in depth  great players  an outstanding manager in jose mourinho and finances no other club in the world can match. all they need to add now is the big prizes which  as we all know  is the most difficult part of all. one thing is certain - they have put themselves in a position to make that leap to success very impressively indeed. they beat a very tough everton at stamford bridge  won at newcastle in the carling cup  and then won 4-1 at fulham  which was a great result given that they had been showing good form. as i said  winning the major honours is the hardest task of all  but in mourinho they have a manager who will make it a whole lot easier to handle the anticipation and expectation that will come their way now. mourinho has won the biggest club prize of all  the champions league  and that track record and confidence transmits itself to top players. it is a priceless commodity. no-one can be anything other than highly-impressed by mourinho. he is regarded as a touch arrogant by some people  and maybe he can appear that way  but he has the silverware to back up the talk. mourinho doesn t simply talk a good game - he s won some very big games such as the champions league final with porto. some may criticise his talk  but the words are backed up with actions. i ve also found him to be very realistic whenever i ve heard him. he s spent a lot of money and it seems to be working  and we should remember lots of managers have spent money and it has not worked. the buys are now integrating  and in arjen robben he has the player who is giving them that extra dimension.  in the early games he was slaughtered for defensive tactics  and yet he was winning games. you cannot win titles early on in the season  but you can certainly lose them and those points on the board were vital. i also thought the criticism was very harsh  because even though they were not scoring goals they were creating chances by the hatful. now they are taking those chances  have the double threat of robben and damien duff  and things are looking good. i just wonder if they lack a predator  particularly with didier drogba injured. he was starting to look the part before he was sidelined  but you have to feel if chelsea had a ruud van nistelrooy they would be even more of a safe bet for the title. chelsea also have all the tools to go far in the champions league. i felt they would never have a better chance than last season  but they have swept all before them in europe so far this season. it will now be very interesting to see how mourinho prioritises things  but his life will be made easier by the size of chelsea s squad. i have said i believed chelsea would win the league this season  even when arsenal were flying at the start  and i have seen nothing to make me change me mind.  if anything  what i have seen has confirmed my early impressions. and chelsea would have taken encouragement from arsenal s rocky defensive display at spurs  even though they ran out 5-4 winners. mourinho had his say on that game  complaining:  five-four is a hockey score  not a football score.  in a three-against-three training match  if the score reaches 5-4 i send the players back to the dressing rooms as they are not defending properly.  so to get a result like that in a game of 11 against 11 is disgraceful.   on a more serious note  it was a game that merely confirmed the importance of sol campbell to arsenal. much criticism has been aimed at pascal cygan  but i believe the problem lies with the absence of campbell and its overall effect on arsenal s defence. confidence is a crucial factor in defending. when you start conceding goals  you suddenly get a chill in the bones every time the ball comes into the penalty area. you think  oh no  - then find your worst fears confirmed. arsenal need to reverse the process  with or without campbell  and get some clean sheets on the board. but the return of campbell is key. he solidifies the unit  has pace and is powerful in the air and on the deck. he is vastly experienced and has a calming influence on all around him. campbell pulls it all together at the back and gets the defence playing as a unit. chelsea have no such problems at present  which is why i would still place my money on them to edge out arsenal as champions this season.
sport,fear will help france - laporte france coach bernard laporte believes his team will be scared going into their game with england on sunday  but claims it will work in their favour.  the french turned in a stuttering performance as they limped to a 16-9 win against scotland in the opening match of the six nations on saturday.  we will go to twickenham with a little fear and it ll give us a boost   said the french coach. he added:  we are never good enough when we are favourites.  meanwhile  perpignan centre jean-philippe granclaude is delighted to have received his first call-up to the france squad.  it s incredible   the youngster said.  i was not expecting it at all.  playing with the france team has always been a dream and now it has come true and i am about to face england at twickenham in the six nations.  laporte will announce his starting line-up on wednesday at the french team s training centre in marcoussis  near paris.
sport,martinez sees off vinci challenge veteran spaniard conchita martinez came from a set down to beat italian roberta vinci at the qatar open in doha.  the 1994 wimbledon champion won 5-7 6-0 6-2 to earn a second round meeting with french open champion anastasia myskina. fifth seed patty schnyder also had a battle as she needed three sets to beat china s na li 7-5 3-6 7-5. slovakian daniela hantuchova beat bulgarian magdaleena maleeva 4-6 6-4 6-3 to set up a second round clash with russian elena bovina. the veteran martinez found herself in trouble early on against vinci with the italian clinching the set thanks to breaks in the third and 11th games. but vinci s game fell to pieces after that and martinez swept her aside with some crisp cross-court returns and deft volleys. in the day s other matches  japan s ai sugiyama defeated australian samantha stosur 6-2 6-3 while australian nicole pratt beat tunisian selima sfar 7-5 6-2 and will next face compatriot alicia molik.
politics,blair hails turkey-eu talks deal tony blair has hailed a deal bringing turkey a step closer to eu membership as important for the world s future  peace and prosperity .  mr blair has been a leading advocate of turkish membership despite controversy surrounding the idea. leaving a brussels summit mr blair said  the fact turkey is a muslim country does not mean it should be barred . the deal to open formal talks with ankara came despite an eu demand for turkey to recognise cyprus. it was agreed the issue can be tackled at a later date but turkish premier recep erdogan had to accept negotiations did not guarantee his country full eu membership.  if it joins  turkey may have to accept restrictions to limit migration by its citizens. mr blair said having turkey in the eu was of  importance to the future peace and prosperity of my country  britain  and the wider world .   we are stating a fundamental principle that the fact turkey is a muslim country does not mean it should be barred from europe.  on the contrary  if it fulfils the same principles of human rights  then muslim and christian can work together.  under the agreement  turkey must issue a written statement promising to sign an accord effectively recognising the greek cypriot government  but gives turkey more time to sell the idea to its people.  the internationally recognised southern part of cyprus is an eu member  but turkey  which occupies northern cyprus  had previously insisted it would not bow to demands to recognise the country  calling the issue a  red line . it could take up to 15 years before turkey is able to join  and entry cannot be guaranteed. the eu has also announced that it will start accession talks with croatia in april 2005. however  talks will begin only if the country co-operates fully with the un war crimes tribunal for the former yugoslavia.
sport,tindall aiming to earn lions spot bath and england centre mike tindall believes he can make this summer s lions tour  despite missing most of the season through injury.  the world cup winner has been out of action since december  having damaged both his shoulder and his foot. but tindall  who recently signed for bath s west-country rivals gloucester  told rugby special he would be fit in time for the tour to new zealand.  i m aiming to be fit by 18 april and hope i can play from then   he said.  i ve spoken to sir clive woodward and he understands the situation  so i just hope that i can get on the tour.  the 26-year-old will face stiff competition for those centre places from brian o driscoll  gordon d arcy and gavin henson  and is aware that competition is intense.  but after missing out on the 2001 tour to australia with a knee injury  tindall says he will be happy just to have an opportunity to wear the red shirt.  i m quite laid back about it to be honest - it s quite hard for me to expect to be pushing for a test spot   he said.  but after what s happened this season at least clive knows i ll be 100% fresh!   - for the full interview with mike tindall tune into this sunday s rugby special  2340 on bbc two
